trip_id,route_id,route_name,date,departure_time,scheduled_arrival,actual_arrival,passengers,capacity,trip_status,fare,distance_km,delay_minutes,utilization_rate,revenue,day_of_week,month,peak_hour
T00177,R03,Central Station - Industrial Area,2025-06-02,14:20,14:49,14:55,44,50,Completed,33.88,15.8,6,0.88,1490.72,Monday,2025-06,Off-Peak
T00178,R01,Central Station - Airport,2026-05-29,16:20,16:54,16:57,52,60,Completed,43.71,18.5,3,0.8667,2272.92,Friday,2026-05,Off-Peak
T00179,R05,South Terminal - City Center,2026-05-18,12:30,12:51,12:58,31,50,Completed,30.88,11.7,7,0.62,957.28,Monday,2026-05,Off-Peak
T00180,R10,Industrial Area - Airport,2025-01-06,20:50,21:29,21:36,26,70,Completed,47.13,21.1,7,0.3714,1225.38,Monday,2025-01,Off-Peak
T00181,R07,West End - Central Station,2026-05-15,09:00,09:25,09:41,63,70,Completed,29.82,13.6,16,0.9,1878.66,Friday,2026-05,Peak
T00182,R15,City Center - Railway Colony,2025-04-28,12:50,13:04,13:15,23,50,Completed,16.39,7.6,11,0.46,376.97,Monday,2025-04,Off-Peak
T00183,R14,West End - Airport,2026-04-30,07:50,08:26,08:39,42,60,Completed,43.11,19.2,13,0.7,1810.62,Thursday,2026-04,Peak
T00184,R07,West End - Central Station,2026-04-13,11:10,11:35,11:45,26,50,Completed,30.82,13.6,10,0.52,801.32,Monday,2026-04,Off-Peak
T00185,R11,North Terminal - University,2025-06-10,11:30,11:57,12:08,33,70,Completed,35.1,14.7,11,0.4714,1158.3,Tuesday,2025-06,Off-Peak
T00186,R09,University - Airport,2025-09-27,08:10,08:40,09:00,41,50,Completed,38.84,16.3,20,0.82,1592.44,Saturday,2025-09,Peak
T00187,R15,City Center - Railway Colony,2025-02-25,13:20,13:34,13:44,22,50,Completed,16.89,7.6,10,0.44,371.58,Tuesday,2025-02,Off-Peak
T00188,R15,City Center - Railway Colony,2025-08-16,13:10,13:24,13:34,18,50,Completed,18.64,7.6,10,0.36,335.52,Saturday,2025-08,Off-Peak
T00189,R10,Industrial Area - Airport,2025-05-29,08:20,08:59,09:02,52,60,Cancelled,46.1,21.1,3,0.8667,0.0,Thursday,2025-05,Peak
T00190,R10,Industrial Area - Airport,2025-02-15,11:40,12:19,12:32,21,50,Completed,47.7,21.1,13,0.42,1001.7,Saturday,2025-02,Off-Peak
T00191,R12,South Terminal - University,2025-05-24,20:20,20:44,20:51,61,60,Completed,26.8,13.1,7,1.0167,1634.8,Saturday,2025-05,Off-Peak
T00192,R13,East Park - Medical Hub,2025-12-06,09:50,10:11,10:19,31,60,Completed,24.95,11.5,8,0.5167,773.45,Saturday,2025-12,Peak
T00193,R03,Central Station - Industrial Area,2026-02-17,12:20,12:49,12:55,50,50,Completed,35.41,15.8,6,1.0,1770.5,Tuesday,2026-02,Off-Peak
T00194,R15,City Center - Railway Colony,2026-06-04,07:50,08:04,08:17,34,60,Completed,19.92,7.6,13,0.5667,677.28,Thursday,2026-06,Peak
T00195,R07,West End - Central Station,2025-12-10,10:30,10:55,10:56,26,50,Completed,30.54,13.6,1,0.52,794.04,Wednesday,2025-12,Off-Peak
T00196,R01,Central Station - Airport,2026-01-22,16:50,17:24,17:27,58,70,Completed,43.32,18.5,3,0.8286,2512.56,Thursday,2026-01,Off-Peak
T00197,R04,North Terminal - City Center,2026-04-18,12:50,13:09,13:19,15,50,Completed,23.07,10.4,10,0.3,346.05,Saturday,2026-04,Off-Peak
T00198,R13,East Park - Medical Hub,2025-10-02,13:50,14:11,14:22,24,70,Completed,26.89,11.5,11,0.3429,645.36,Thursday,2025-10,Off-Peak
T00199,R04,North Terminal - City Center,2025-12-19,10:30,10:49,11:02,38,60,Completed,23.71,10.4,13,0.6333,900.98,Friday,2025-12,Off-Peak
T00200,R14,West End - Airport,2025-03-07,16:00,16:36,16:41,22,60,Cancelled,44.99,19.2,5,0.3667,0.0,Friday,2025-03,Off-Peak
T00201,R05,South Terminal - City Center,2025-03-20,17:00,17:21,17:29,46,50,Completed,29.82,11.7,8,0.92,1371.72,Thursday,2025-03,Peak
T00202,R07,West End - Central Station,2025-07-21,10:20,10:45,10:53,36,50,Completed,32.86,13.6,8,0.72,1182.96,Monday,2025-07,Off-Peak
T00203,R07,West End - Central Station,2025-04-23,08:40,09:05,09:20,46,60,Completed,33.61,13.6,15,0.7667,1546.06,Wednesday,2025-04,Peak
T00204,R13,East Park - Medical Hub,2025-04-01,08:00,08:21,08:34,52,50,Completed,26.95,11.5,13,1.04,1401.4,Tuesday,2025-04,Peak
T00205,R15,City Center - Railway Colony,2025-05-21,15:20,15:34,15:42,21,50,Completed,17.61,7.6,8,0.42,369.81,Wednesday,2025-05,Off-Peak
T00206,R11,North Terminal - University,2025-10-16,09:30,09:57,10:06,60,50,Completed,33.19,14.7,9,1.2,1991.4,Thursday,2025-10,Peak
T00207,R13,East Park - Medical Hub,2026-02-15,14:00,14:21,14:23,18,50,Completed,25.38,11.5,2,0.36,456.84,Sunday,2026-02,Off-Peak
T00208,R04,North Terminal - City Center,2026-01-12,10:00,10:19,10:20,48,50,Completed,25.39,10.4,1,0.96,1218.72,Monday,2026-01,Off-Peak
T00209,R13,East Park - Medical Hub,2026-01-19,10:50,11:11,11:17,27,70,Completed,26.46,11.5,6,0.3857,714.42,Monday,2026-01,Off-Peak
T00210,R07,West End - Central Station,2025-06-01,06:50,07:15,07:19,38,60,Completed,30.06,13.6,4,0.6333,1142.28,Sunday,2025-06,Off-Peak
T00211,R11,North Terminal - University,2025-11-15,12:20,12:47,12:52,33,60,Completed,33.92,14.7,5,0.55,1119.36,Saturday,2025-11,Off-Peak
T00212,R03,Central Station - Industrial Area,2026-01-04,09:50,10:19,10:33,45,50,Completed,33.1,15.8,14,0.9,1489.5,Sunday,2026-01,Peak
T00213,R06,East Park - Central Station,2026-04-07,13:20,13:38,13:47,35,50,Completed,23.96,9.8,9,0.7,838.6,Tuesday,2026-04,Off-Peak
T00214,R12,South Terminal - University,2025-01-12,15:10,15:34,15:39,54,60,Completed,27.96,13.1,5,0.9,1509.84,Sunday,2025-01,Off-Peak
T00215,R02,Central Station - University,2025-06-05,12:10,12:32,12:40,64,60,Completed,28.63,12.2,8,1.0667,1832.32,Thursday,2025-06,Off-Peak
T00216,R10,Industrial Area - Airport,2026-04-22,16:40,17:19,17:30,36,60,Completed,47.63,21.1,11,0.6,1714.68,Wednesday,2026-04,Off-Peak
T00217,R13,East Park - Medical Hub,2026-02-05,17:00,17:21,17:30,42,60,Completed,25.51,11.5,9,0.7,1071.42,Thursday,2026-02,Peak
T00218,R14,West End - Airport,2025-06-26,16:10,16:46,16:53,37,50,Completed,42.77,19.2,7,0.74,1582.49,Thursday,2025-06,Off-Peak
T00219,R09,University - Airport,2025-12-07,20:20,20:50,20:57,32,70,Completed,37.41,16.3,7,0.4571,1197.12,Sunday,2025-12,Off-Peak
T00220,R05,South Terminal - City Center,2025-02-26,11:50,12:11,12:14,38,60,Completed,25.95,11.7,3,0.6333,986.1,Wednesday,2025-02,Off-Peak
T00221,R06,East Park - Central Station,2026-03-24,10:50,11:08,11:25,30,50,Completed,24.48,9.8,17,0.6,734.4,Tuesday,2026-03,Off-Peak
T00222,R12,South Terminal - University,2025-07-22,15:00,15:24,15:32,49,50,Completed,32.99,13.1,8,0.98,1616.51,Tuesday,2025-07,Off-Peak
T00223,R12,South Terminal - University,2025-07-21,15:10,15:34,15:37,66,50,Completed,30.43,13.1,3,1.32,2008.38,Monday,2025-07,Off-Peak
T00224,R12,South Terminal - University,2025-11-26,14:40,15:04,15:13,58,50,Completed,32.05,13.1,9,1.16,1858.9,Wednesday,2025-11,Off-Peak
T00225,R12,South Terminal - University,2025-12-29,06:40,07:04,07:09,57,60,Completed,30.91,13.1,5,0.95,1761.87,Monday,2025-12,Off-Peak
T00226,R04,North Terminal - City Center,2026-03-30,14:40,14:59,15:10,38,50,Completed,24.46,10.4,11,0.76,929.48,Monday,2026-03,Off-Peak
T00227,R14,West End - Airport,2025-12-22,20:40,21:16,21:26,19,50,Completed,43.35,19.2,10,0.38,823.65,Monday,2025-12,Off-Peak
T00228,R14,West End - Airport,2025-08-04,12:50,13:26,13:37,20,60,Completed,42.99,19.2,11,0.3333,859.8,Monday,2025-08,Off-Peak
T00229,R11,North Terminal - University,2025-01-23,21:50,22:17,22:17,35,60,Completed,34.27,14.7,0,0.5833,1199.45,Thursday,2025-01,Off-Peak
T00230,R10,Industrial Area - Airport,2025-06-04,12:50,13:29,13:39,34,60,Completed,47.68,21.1,10,0.5667,1621.12,Wednesday,2025-06,Off-Peak
T00231,R07,West End - Central Station,2025-07-05,10:20,10:45,10:58,25,60,Completed,33.2,13.6,13,0.4167,830.0,Saturday,2025-07,Off-Peak
T00232,R12,South Terminal - University,2025-09-06,13:40,14:04,14:17,80,50,Completed,29.68,13.1,13,1.6,2374.4,Saturday,2025-09,Off-Peak
T00233,R09,University - Airport,2025-05-14,14:30,15:00,15:15,37,60,Completed,36.41,16.3,15,0.6167,1347.17,Wednesday,2025-05,Off-Peak
T00234,R07,West End - Central Station,2025-11-17,15:50,16:15,16:28,39,70,Completed,33.03,13.6,13,0.5571,1288.17,Monday,2025-11,Off-Peak
T00235,R14,West End - Airport,2026-01-25,14:40,15:16,15:25,28,60,Completed,43.39,19.2,9,0.4667,1214.92,Sunday,2026-01,Off-Peak
T00236,R01,Central Station - Airport,2026-03-10,14:10,14:44,14:55,56,50,Completed,41.67,18.5,11,1.12,2333.52,Tuesday,2026-03,Off-Peak
T00237,R01,Central Station - Airport,2025-01-22,07:00,07:34,07:45,95,60,Completed,38.24,18.5,11,1.5833,3632.8,Wednesday,2025-01,Peak
T00238,R09,University - Airport,2025-05-05,11:50,12:20,12:29,35,50,Completed,39.58,16.3,9,0.7,1385.3,Monday,2025-05,Off-Peak
T00239,R11,North Terminal - University,2025-03-20,12:50,13:17,13:28,33,50,Completed,33.07,14.7,11,0.66,1091.31,Thursday,2025-03,Off-Peak
T00240,R14,West End - Airport,2025-02-20,22:10,22:46,22:55,22,60,Completed,43.75,19.2,9,0.3667,962.5,Thursday,2025-02,Off-Peak
T00241,R09,University - Airport,2025-06-25,12:00,12:30,12:41,42,50,Completed,36.45,16.3,11,0.84,1530.9,Wednesday,2025-06,Off-Peak
T00242,R04,North Terminal - City Center,2025-09-10,19:20,19:39,19:48,52,70,Completed,25.89,10.4,9,0.7429,1346.28,Wednesday,2025-09,Peak
T00243,R13,East Park - Medical Hub,2025-09-03,12:50,13:11,13:21,25,50,Completed,28.54,11.5,10,0.5,713.5,Wednesday,2025-09,Off-Peak
T00244,R09,University - Airport,2025-04-16,09:00,09:30,09:42,49,60,Completed,35.75,16.3,12,0.8167,1751.75,Wednesday,2025-04,Peak
T00245,R03,Central Station - Industrial Area,2025-07-12,11:30,11:59,12:06,27,50,Completed,38.57,15.8,7,0.54,1041.39,Saturday,2025-07,Off-Peak
T00246,R07,West End - Central Station,2025-11-12,11:50,12:15,12:26,36,60,Completed,29.34,13.6,11,0.6,1056.24,Wednesday,2025-11,Off-Peak
T00247,R06,East Park - Central Station,2025-10-29,21:40,21:58,21:59,29,50,Completed,23.45,9.8,1,0.58,680.05,Wednesday,2025-10,Off-Peak
T00248,R08,City Center - Medical Hub,2025-09-25,16:10,16:26,16:32,40,50,Completed,20.19,8.9,6,0.8,807.6,Thursday,2025-09,Off-Peak
T00249,R11,North Terminal - University,2025-06-19,20:00,20:27,20:34,28,60,Completed,34.86,14.7,7,0.4667,976.08,Thursday,2025-06,Off-Peak
T00250,R09,University - Airport,2026-03-31,18:10,18:40,18:57,57,70,Completed,39.64,16.3,17,0.8143,2259.48,Tuesday,2026-03,Peak
T00251,R14,West End - Airport,2025-10-19,14:40,15:16,15:25,29,70,Completed,43.88,19.2,9,0.4143,1272.52,Sunday,2025-10,Off-Peak
T00252,R05,South Terminal - City Center,2025-05-21,16:20,16:41,16:48,39,50,Completed,26.69,11.7,7,0.78,1040.91,Wednesday,2025-05,Off-Peak
T00253,R01,Central Station - Airport,2025-05-26,15:40,16:14,16:25,42,60,Completed,40.64,18.5,11,0.7,1706.88,Monday,2025-05,Off-Peak
T00254,R03,Central Station - Industrial Area,2026-03-01,15:20,15:49,15:58,33,60,Completed,39.14,15.8,9,0.55,1291.62,Sunday,2026-03,Off-Peak
T00255,R10,Industrial Area - Airport,2025-11-10,11:10,11:49,11:55,40,50,Completed,46.08,21.1,6,0.8,1843.2,Monday,2025-11,Off-Peak
T00256,R12,South Terminal - University,2025-07-03,13:20,13:44,14:01,71,60,Cancelled,29.05,13.1,17,1.1833,0.0,Thursday,2025-07,Off-Peak
T00257,R08,City Center - Medical Hub,2025-05-08,15:50,16:06,16:17,38,50,Completed,20.89,8.9,11,0.76,793.82,Thursday,2025-05,Off-Peak
T00258,R15,City Center - Railway Colony,2025-10-14,07:20,07:34,07:44,51,50,Completed,18.24,7.6,10,1.02,930.24,Tuesday,2025-10,Peak
T00259,R11,North Terminal - University,2025-09-10,13:20,13:47,13:53,31,60,Cancelled,32.83,14.7,6,0.5167,0.0,Wednesday,2025-09,Off-Peak
T00260,R06,East Park - Central Station,2026-01-21,18:50,19:08,19:14,41,50,Completed,22.34,9.8,6,0.82,915.94,Wednesday,2026-01,Peak
T00261,R08,City Center - Medical Hub,2025-08-18,13:20,13:36,13:44,55,50,Completed,21.4,8.9,8,1.1,1177.0,Monday,2025-08,Off-Peak
T00262,R09,University - Airport,2025-09-28,14:50,15:20,15:31,35,50,Completed,37.43,16.3,11,0.7,1310.05,Sunday,2025-09,Off-Peak
T00263,R04,North Terminal - City Center,2026-02-19,10:50,11:09,11:09,43,60,Completed,25.07,10.4,0,0.7167,1078.01,Thursday,2026-02,Off-Peak
T00264,R01,Central Station - Airport,2025-07-17,17:20,17:54,18:06,92,50,Completed,39.05,18.5,12,1.84,3592.6,Thursday,2025-07,Peak
T00265,R14,West End - Airport,2025-11-19,12:50,13:26,13:29,32,50,Completed,42.1,19.2,3,0.64,1347.2,Wednesday,2025-11,Off-Peak
T00266,R01,Central Station - Airport,2025-02-25,20:00,20:34,20:40,60,60,Completed,41.35,18.5,6,1.0,2481.0,Tuesday,2025-02,Off-Peak
T00267,R10,Industrial Area - Airport,2025-07-22,22:20,22:59,23:09,36,60,Completed,47.24,21.1,10,0.6,1700.64,Tuesday,2025-07,Off-Peak
T00268,R04,North Terminal - City Center,2025-05-18,19:20,19:39,19:51,42,50,Completed,25.09,10.4,12,0.84,1053.78,Sunday,2025-05,Peak
T00269,R12,South Terminal - University,2026-02-26,09:40,10:04,10:25,71,70,Completed,28.69,13.1,21,1.0143,2036.99,Thursday,2026-02,Peak
T00270,R14,West End - Airport,2025-02-26,12:40,13:16,13:26,29,60,Completed,43.13,19.2,10,0.4833,1250.77,Wednesday,2025-02,Off-Peak
T00271,R07,West End - Central Station,2025-03-12,20:40,21:05,21:10,24,60,Completed,34.31,13.6,5,0.4,823.44,Wednesday,2025-03,Off-Peak
T00272,R02,Central Station - University,2026-01-07,17:20,17:42,17:49,68,60,Completed,27.75,12.2,7,1.1333,1887.0,Wednesday,2026-01,Peak
T00273,R03,Central Station - Industrial Area,2026-05-29,19:40,20:09,20:20,63,50,Completed,33.82,15.8,11,1.26,2130.66,Friday,2026-05,Peak
T00274,R01,Central Station - Airport,2025-03-25,14:00,14:34,14:42,59,60,Completed,43.61,18.5,8,0.9833,2572.99,Tuesday,2025-03,Off-Peak
T00275,R05,South Terminal - City Center,2025-02-12,13:10,13:31,13:31,36,70,Completed,27.49,11.7,0,0.5143,989.64,Wednesday,2025-02,Off-Peak
T00276,R01,Central Station - Airport,2025-05-13,09:40,10:14,10:20,89,50,Completed,40.98,18.5,6,1.78,3647.22,Tuesday,2025-05,Peak
T00277,R08,City Center - Medical Hub,2026-01-30,18:50,19:06,19:18,64,60,Completed,23.91,8.9,12,1.0667,1530.24,Friday,2026-01,Peak
T00278,R01,Central Station - Airport,2025-03-06,17:40,18:14,18:24,75,50,Completed,37.07,18.5,10,1.5,2780.25,Thursday,2025-03,Peak
T00279,R11,North Terminal - University,2025-10-17,08:00,08:27,08:40,39,60,Completed,33.09,14.7,13,0.65,1290.51,Friday,2025-10,Peak
T00280,R01,Central Station - Airport,2026-01-11,11:50,12:24,12:28,52,50,Completed,39.26,18.5,4,1.04,2041.52,Sunday,2026-01,Off-Peak
T00281,R02,Central Station - University,2026-04-12,14:50,15:12,15:17,30,60,Completed,30.96,12.2,5,0.5,928.8,Sunday,2026-04,Off-Peak
T00282,R02,Central Station - University,2025-08-01,16:50,17:12,17:23,47,60,Completed,27.68,12.2,11,0.7833,1300.96,Friday,2025-08,Off-Peak
T00283,R12,South Terminal - University,2025-05-28,10:50,11:14,11:24,64,50,Completed,28.31,13.1,10,1.28,1811.84,Wednesday,2025-05,Off-Peak
T00284,R06,East Park - Central Station,2026-04-16,11:30,11:48,11:49,29,60,Completed,21.04,9.8,1,0.4833,610.16,Thursday,2026-04,Off-Peak
T00285,R07,West End - Central Station,2025-05-29,10:30,10:55,10:55,28,60,Completed,33.25,13.6,0,0.4667,931.0,Thursday,2025-05,Off-Peak
T00286,R05,South Terminal - City Center,2025-03-29,11:50,12:11,12:14,29,60,Completed,30.58,11.7,3,0.4833,886.82,Saturday,2025-03,Off-Peak
T00287,R01,Central Station - Airport,2025-11-20,20:50,21:24,21:29,51,60,Completed,41.54,18.5,5,0.85,2118.54,Thursday,2025-11,Off-Peak
T00288,R01,Central Station - Airport,2026-01-31,16:50,17:24,17:35,54,50,Completed,41.9,18.5,11,1.08,2262.6,Saturday,2026-01,Off-Peak
T00289,R03,Central Station - Industrial Area,2026-02-08,16:00,16:29,16:33,39,60,Completed,35.28,15.8,4,0.65,1375.92,Sunday,2026-02,Off-Peak
T00290,R14,West End - Airport,2025-03-23,17:40,18:16,18:32,34,60,Completed,44.72,19.2,16,0.5667,1520.48,Sunday,2025-03,Peak
T00291,R02,Central Station - University,2025-10-13,12:10,12:32,12:37,51,70,Completed,27.55,12.2,5,0.7286,1405.05,Monday,2025-10,Off-Peak
T00292,R05,South Terminal - City Center,2026-01-17,17:50,18:11,18:21,46,50,Completed,26.15,11.7,10,0.92,1202.9,Saturday,2026-01,Peak
T00293,R12,South Terminal - University,2025-09-27,21:40,22:04,22:09,69,50,Completed,29.75,13.1,5,1.38,2052.75,Saturday,2025-09,Off-Peak
T00294,R10,Industrial Area - Airport,2025-10-19,16:00,16:39,16:49,25,60,Completed,48.3,21.1,10,0.4167,1207.5,Sunday,2025-10,Off-Peak
T00295,R06,East Park - Central Station,2026-03-29,13:00,13:18,13:29,18,60,Completed,24.65,9.8,11,0.3,443.7,Sunday,2026-03,Off-Peak
T00296,R07,West End - Central Station,2025-01-24,16:50,17:15,17:19,35,70,Completed,29.55,13.6,4,0.5,1034.25,Friday,2025-01,Off-Peak
T00297,R04,North Terminal - City Center,2025-11-07,19:20,19:39,19:54,69,50,Completed,24.61,10.4,15,1.38,1698.09,Friday,2025-11,Peak
T00298,R07,West End - Central Station,2026-04-06,09:00,09:25,09:39,54,60,Completed,27.66,13.6,14,0.9,1493.64,Monday,2026-04,Peak
T00299,R11,North Terminal - University,2025-07-27,11:20,11:47,11:53,37,50,Completed,32.06,14.7,6,0.74,1186.22,Sunday,2025-07,Off-Peak
T00300,R08,City Center - Medical Hub,2026-03-14,20:00,20:16,20:20,28,60,Completed,21.12,8.9,4,0.4667,591.36,Saturday,2026-03,Off-Peak
T00301,R11,North Terminal - University,2026-06-22,20:20,20:47,21:00,45,60,Cancelled,32.4,14.7,13,0.75,0.0,Monday,2026-06,Off-Peak
T00302,R01,Central Station - Airport,2025-12-02,13:20,13:54,14:00,62,70,Completed,41.87,18.5,6,0.8857,2595.94,Tuesday,2025-12,Off-Peak
T00303,R15,City Center - Railway Colony,2026-02-26,12:50,13:04,13:10,28,60,Completed,21.0,7.6,6,0.4667,588.0,Thursday,2026-02,Off-Peak
T00304,R06,East Park - Central Station,2025-11-17,11:50,12:08,12:17,32,60,Completed,24.02,9.8,9,0.5333,768.64,Monday,2025-11,Off-Peak
T00305,R08,City Center - Medical Hub,2026-05-12,14:40,14:56,15:06,39,60,Cancelled,24.17,8.9,10,0.65,0.0,Tuesday,2026-05,Off-Peak
T00306,R05,South Terminal - City Center,2025-06-12,20:20,20:41,20:53,33,60,Completed,26.88,11.7,12,0.55,887.04,Thursday,2025-06,Off-Peak
T00307,R04,North Terminal - City Center,2026-06-25,10:30,10:49,10:58,47,60,Completed,24.44,10.4,9,0.7833,1148.68,Thursday,2026-06,Off-Peak
T00308,R02,Central Station - University,2025-06-14,13:00,13:22,13:30,27,70,Completed,29.73,12.2,8,0.3857,802.71,Saturday,2025-06,Off-Peak
T00309,R06,East Park - Central Station,2025-10-22,19:50,20:08,20:20,32,50,Completed,25.66,9.8,12,0.64,821.12,Wednesday,2025-10,Peak
T00310,R06,East Park - Central Station,2025-02-11,12:10,12:28,12:30,31,50,Completed,24.41,9.8,2,0.62,756.71,Tuesday,2025-02,Off-Peak
T00311,R11,North Terminal - University,2025-10-12,17:00,17:27,17:37,32,60,Completed,35.28,14.7,10,0.5333,1128.96,Sunday,2025-10,Peak
T00312,R15,City Center - Railway Colony,2026-01-22,13:40,13:54,13:57,22,60,Completed,18.71,7.6,3,0.3667,411.62,Thursday,2026-01,Off-Peak
T00313,R01,Central Station - Airport,2025-05-18,17:40,18:14,18:28,72,60,Completed,40.07,18.5,14,1.2,2885.04,Sunday,2025-05,Peak
T00314,R09,University - Airport,2025-07-06,21:20,21:50,21:54,26,50,Completed,38.41,16.3,4,0.52,998.66,Sunday,2025-07,Off-Peak
T00315,R12,South Terminal - University,2026-03-07,13:40,14:04,14:16,67,50,Completed,29.9,13.1,12,1.34,2003.3,Saturday,2026-03,Off-Peak
T00316,R11,North Terminal - University,2026-02-20,18:50,19:17,19:26,63,70,Completed,33.81,14.7,9,0.9,2130.03,Friday,2026-02,Peak
T00317,R06,East Park - Central Station,2026-03-02,22:40,22:58,23:02,31,50,Completed,20.91,9.8,4,0.62,648.21,Monday,2026-03,Off-Peak
T00318,R13,East Park - Medical Hub,2026-02-20,21:00,21:21,21:25,31,50,Completed,30.36,11.5,4,0.62,941.16,Friday,2026-02,Off-Peak
T00319,R03,Central Station - Industrial Area,2025-01-26,13:30,13:59,14:02,30,50,Completed,37.42,15.8,3,0.6,1122.6,Sunday,2025-01,Off-Peak
T00320,R04,North Terminal - City Center,2026-01-06,13:30,13:49,13:53,38,70,Completed,26.95,10.4,4,0.5429,1024.1,Tuesday,2026-01,Off-Peak
T00321,R12,South Terminal - University,2026-01-20,12:20,12:44,12:48,61,50,Completed,32.47,13.1,4,1.22,1980.67,Tuesday,2026-01,Off-Peak
T00322,R11,North Terminal - University,2025-02-25,12:40,13:07,13:18,25,60,Completed,34.0,14.7,11,0.4167,850.0,Tuesday,2025-02,Off-Peak
T00323,R04,North Terminal - City Center,2025-09-10,13:40,13:59,14:05,31,60,Completed,21.5,10.4,6,0.5167,666.5,Wednesday,2025-09,Off-Peak
T00324,R03,Central Station - Industrial Area,2025-04-16,10:30,10:59,11:07,50,60,Completed,36.25,15.8,8,0.8333,1812.5,Wednesday,2025-04,Off-Peak
T00325,R10,Industrial Area - Airport,2025-05-10,16:20,16:59,17:06,27,50,Completed,46.26,21.1,7,0.54,1249.02,Saturday,2025-05,Off-Peak
T00326,R03,Central Station - Industrial Area,2026-01-11,14:40,15:09,15:22,35,50,Completed,38.27,15.8,13,0.7,1339.45,Sunday,2026-01,Off-Peak
T00327,R15,City Center - Railway Colony,2025-11-04,19:20,19:34,19:46,38,60,Completed,20.0,7.6,12,0.6333,760.0,Tuesday,2025-11,Peak
T00328,R03,Central Station - Industrial Area,2025-04-01,18:50,19:19,19:28,50,60,Completed,36.7,15.8,9,0.8333,1835.0,Tuesday,2025-04,Peak
T00329,R04,North Terminal - City Center,2026-01-28,12:00,12:19,12:21,30,50,Completed,23.3,10.4,2,0.6,699.0,Wednesday,2026-01,Off-Peak
T00330,R07,West End - Central Station,2026-06-18,14:50,15:15,15:20,26,50,Completed,30.15,13.6,5,0.52,783.9,Thursday,2026-06,Off-Peak
T00331,R04,North Terminal - City Center,2025-04-20,17:40,17:59,18:15,42,50,Completed,22.32,10.4,16,0.84,937.44,Sunday,2025-04,Peak
T00332,R09,University - Airport,2025-12-06,10:40,11:10,11:16,30,50,Completed,35.6,16.3,6,0.6,1068.0,Saturday,2025-12,Off-Peak
T00333,R01,Central Station - Airport,2025-12-22,07:40,08:14,08:30,81,60,Completed,41.74,18.5,16,1.35,3380.94,Monday,2025-12,Peak
T00334,R08,City Center - Medical Hub,2025-06-17,18:30,18:46,19:04,57,50,Completed,20.41,8.9,18,1.14,1163.37,Tuesday,2025-06,Peak
T00335,R07,West End - Central Station,2026-03-28,10:30,10:55,11:10,34,60,Completed,32.01,13.6,15,0.5667,1088.34,Saturday,2026-03,Off-Peak
T00336,R02,Central Station - University,2025-04-15,19:40,20:02,20:12,68,60,Completed,29.7,12.2,10,1.1333,2019.6,Tuesday,2025-04,Peak
T00337,R08,City Center - Medical Hub,2025-05-30,19:40,19:56,20:04,45,60,Completed,22.26,8.9,8,0.75,1001.7,Friday,2025-05,Peak
T00338,R01,Central Station - Airport,2025-05-26,13:00,13:34,13:44,54,50,Completed,44.79,18.5,10,1.08,2418.66,Monday,2025-05,Off-Peak
